PEOPLE_NEGATIVE_NEW_COUNT,PROVINCE_STATE_CODE,PEOPLE_POSITIVE_CASES_COUNT,DATA_COMPLETENESS_SCORE_NAME,REPORT_DATE,PEOPLE_IN_INTENSIVE_CARE_CURRENTLY_COUNT,PEOPLE_PENDING_CASES_COUNT,PEOPLE_RECOVERED_COUNT,REPORTED_DATE_TIME,PEOPLE_POSITIVE_NEGATIVE_TEST_RESULTS_COUNT,DATA_SOURCE_NAME,PEOPLE_DEATH_NEW_COUNT,PEOPLE_INTUBATED_CUMULATIVE_COUNT,PEOPLE_TEST_RESULTS_NEW_COUNT,PEOPLE_IN_INTENSIVE_CARE_CUMULATIVE_COUNT,PEOPLE_NEGATIVE_CASES_COUNT,PROVINCE_STATE_FIPS_NUMBER,PEOPLE_HOSPITALIZED_NEW_COUNT,PEOPLE_HOSPITALIZED_CUMULATIVE_COUNT,PEOPLE_INTUBATED_CURRENTLY_COUNT,PEOPLE_HOSPITALIZED_CURRENTLY_COUNT,PEOPLE_POSITIVE_NEW_CASES_COUNT,PEOPLE_DEATH_COUNT
7811,MS,36680,A,7/13/2020,208,,25932,7/12/2020 7:00:00 PM,343415,COVID Tracking Project Historical,1,,8204,,306735,28,35,3530,110,1020,393,1250
3949,MT,1843,C,7/13/2020,,,875,7/13/2020 12:00:00 AM,118695,COVID Tracking Project Historical,3,,4034,,116852,30,5,133,,28,85,32
19084,NC,87528,A,7/13/2020,,,67124,7/13/2020 11:40:00 AM,1220486,COVID Tracking Project Historical,7,,20911,,1132958,37,0,,,1040,1827,1510
1291,ND,4442,D,7/13/2020,,,3653,7/13/2020 12:00:00 AM,123878,COVID Tracking Project Historical,0,,1399,,119436,38,6,277,,43,108,78
3382,NE,21172,B,7/13/2020,,,15860,7/13/2020 12:00:00 AM,211659,COVID Tracking Project Historical,0,,3556,,190487,31,0,1421,,98,174,285
1447,NH,6054,B,7/13/2020,,,5027,7/12/2020 9:00:00 AM,134866,COVID Tracking Project Historical,0,,1477,191,128812,33,0,589,,22,30,391
14557,NJ,175522,A+,7/13/2020,166,,31261,7/13/2020 1:00:00 PM,1700385,COVID Tracking Project Historical,19,,14781,,1524863,34,0,20632,81,892,224,15560
7348,NM,15028,B,7/13/2020,,,6322,7/12/2020 5:30:00 PM,418357,COVID Tracking Project Historical,2,,7603,,403329,35,17,2204,,170,255,545
4805,NV,28515,A+,7/13/2020,250,,789,7/13/2020 11:45:00 AM,353193,COVID Tracking Project Historical,0,,5637,,324678,32,0,,107,953,832,593
51130,NY,402263,A,7/13/2020,175,,71643,7/12/2020 11:59:00 PM,4724882,COVID Tracking Project Historical,10,,51687,,4322619,36,0,89995,103,792,557,24989
17104,OH,66853,B,7/13/2020,293,,45194,7/13/2020 2:00:00 PM,1024751,COVID Tracking Project Historical,6,,18365,2201,957898,39,73,8915,159,949,1261,3064
0,OK,20745,A+,7/13/2020,186,,15815,7/13/2020 12:00:00 AM,420782,COVID Tracking Project Historical,2,,510,,400037,40,31,2063,,499,510,424
4272,OR,12438,A+,7/13/2020,67,,3094,7/13/2020 3:01:00 AM,300712,COVID Tracking Project Historical,3,,4540,,288274,41,54,1234,35,246,268,237
6714,PA,95742,A+,7/13/2020,,,73721,7/13/2020 12:00:00 AM,931474,COVID Tracking Project Historical,7,,7190,,835732,42,0,,96,682,476,6911
0,PR,10010,B,7/13/2020,15,,,7/13/2020 6:30:00 AM,202696,COVID Tracking Project Historical,0,,356,,192686,72,0,,8,159,356,167
6413,RI,17487,A+,7/13/2020,3,,1691,7/13/2020 12:00:00 PM,173243,COVID Tracking Project Historical,8,,6588,,155756,44,15,2066,4,67,175,984
13073,SC,58168,A,7/13/2020,,,20957,7/12/2020 11:59:00 PM,507101,COVID Tracking Project Historical,11,,14593,,448933,45,0,3398,,1488,1520,972
745,SD,7524,B,7/13/2020,,,6543,7/12/2020 6:00:00 PM,91378,COVID Tracking Project Historical,0,,770,,83854,46,4,742,,63,25,109
32632,TN,65274,A,7/13/2020,,,36996,7/13/2020 3:00:00 PM,1053961,COVID Tracking Project Historical,8,,35946,,988687,47,34,3284,,1120,3314,749
41716,TX,264313,B,7/13/2020,,,136419,7/13/2020 4:30:00 PM,2540125,COVID Tracking Project Historical,43,,47371,,2275812,48,0,,,10405,5655,3235
4731,UT,30030,A+,7/13/2020,86,,17728,7/13/2020 10:41:00 AM,418335,COVID Tracking Project Historical,1,208,5277,487,388305,49,26,1850,,252,546,216
8998,VA,71642,A+,7/13/2020,243,466,9330,7/12/2020 5:00:00 PM,814015,COVID Tracking Project Historical,2,,9970,,742373,51,104,10459,105,1129,972,1968
176,VI,206,C,7/13/2020,,6,96,7/13/2020 6:12:00 AM,4290,COVID Tracking Project Historical,0,,201,,4084,78,0,,,,25,6
725,VT,1301,B,7/13/2020,,,1096,7/13/2020 12:00:00 AM,76581,COVID Tracking Project Historical,0,,730,,75280,50,0,,,10,5,56
16101,WA,40656,B,7/13/2020,,,,7/12/2020 2:59:00 AM,686005,COVID Tracking Project Historical,14,,17539,,645349,53,89,4751,35,331,1438,1438
6127,WI,40382,A+,7/13/2020,85,143,28670,7/13/2020 4:00:00 PM,699861,COVID Tracking Project Historical,0,,6632,800,659479,55,26,3850,,283,505,827
1137,WV,4259,B,7/13/2020,22,,2825,7/13/2020 10:00:00 AM,208225,COVID Tracking Project Historical,0,,1189,,203966,54,0,,8,63,52,96
0,WY,1862,B,7/13/2020,,,1372,7/12/2020 11:42:00 AM,39939,COVID Tracking Project Historical,0,,0,,38077,56,0,124,,17,0,21
2005,AK,1479,A,7/12/2020,,,615,7/12/2020 12:00:00 AM,145475,COVID Tracking Project Historical,0,,2099,,143996,02,0,,0,27,94,17
7846,AL,53587,B,7/12/2020,,,25783,7/12/2020 11:00:00 AM,511506,COVID Tracking Project Historical,7,503,9486,911,457919,01,0,6745,,1068,1640,1121
11189,AR,28367,A,7/12/2020,,,21591,7/12/2020 12:00:00 AM,382402,COVID Tracking Project Historical,8,266,12753,,354035,05,42,1822,84,412,1564,321
0,AS,0,C,7/12/2020,,,,7/1/2020 12:00:00 AM,816,COVID Tracking Project Historical,0,,0,,816,60,0,,,,0,0
9645,AZ,122467,A+,7/12/2020,922,,14829,7/12/2020 12:00:00 AM,696172,COVID Tracking Project Historical,86,,12182,,573705,04,45,5795,631,3432,2537,2237
122444,CA,320804,B,7/12/2020,2020,,,7/12/2020 12:00:00 AM,5406599,COVID Tracking Project Historical,72,,130904,,5085795,06,0,,,7854,8460,7017
5842,CO,36591,A,7/12/2020,,,4749,7/12/2020 1:59:00 AM,392103,COVID Tracking Project Historical,0,,6242,,355512,08,21,5885,,324,400,1586
0,CT,47287,B,7/12/2020,,,8351,7/9/2020 8:30:00 PM,558209,COVID Tracking Project Historical,0,,0,,510922,09,0,10552,,77,0,4348
2787,DC,10847,A+,7/12/2020,30,,1737,7/11/2020 12:00:00 AM,126883,COVID Tracking Project Historical,0,,2833,,116036,11,0,,17,95,46,568
3233,DE,12804,A+,7/12/2020,10,,7120,7/11/2020 6:00:00 PM,137409,COVID Tracking Project Historical,0,,3294,,124605,10,0,,,58,61,517
83408,FL,269811,A,7/12/2020,,2096,,7/11/2020 11:59:00 PM,2574007,COVID Tracking Project Historical,45,,98708,,2304196,12,249,18590,,7542,15300,4346
16018,GA,116926,A,7/12/2020,,,,7/12/2020 2:50:00 PM,1083416,COVID Tracking Project Historical,5,,18543,2621,966490,13,54,13259,,2512,2525,3001
0,GU,312,B,7/12/2020,,,202,7/10/2020 11:15:00 PM,16979,COVID Tracking Project Historical,0,,0,,16667,66,0,,,3,0,5
1644,HI,1200,D,7/12/2020,,,872,7/11/2020 6:00:00 PM,93920,COVID Tracking Project Historical,0,,1686,,92720,15,0,125,,,42,19
5628,IA,35071,A+,7/12/2020,54,,26234,7/12/2020 12:00:00 AM,374413,COVID Tracking Project Historical,2,,6052,,339342,19,0,,26,177,424,750
2335,ID,10505,A,7/12/2020,22,,3114,7/11/2020 7:00:00 PM,125261,COVID Tracking Project Historical,1,,2912,139,114756,16,19,468,,86,577,102
37940,IL,155048,A,7/12/2020,311,,,7/12/2020 12:00:00 AM,1984114,COVID Tracking Project Historical,19,,38894,,1829066,17,0,,127,1342,954,7388
5968,IN,51612,A+,7/12/2020,237,,38623,7/11/2020 11:59:00 PM,564647,COVID Tracking Project Historical,4,,6501,1592,513035,18,69,7527,68,702,533,2760
0,KS,18611,A,7/12/2020,,,905,7/10/2020 10:00:00 AM,217779,COVID Tracking Project Historical,0,160,0,405,199168,20,0,1304,,,0,284
0,KY,19389,B,7/12/2020,75,,5322,7/12/2020 12:00:00 AM,438170,COVID Tracking Project Historical,3,,268,1014,418781,21,0,2779,,370,268,625
9229,LA,78122,B,7/12/2020,,,46334,7/12/2020 1:00:00 PM,934995,COVID Tracking Project Historical,13,,10548,,856873,22,0,,134,1243,1319,3416
10947,MA,111597,A+,7/12/2020,93,,94347,7/12/2020 10:00:00 AM,957480,COVID Tracking Project Historical,15,,11146,,845883,25,8,11608,43,583,199,8325
13472,MD,73109,A,7/12/2020,114,,5230,7/12/2020 10:00:00 AM,643391,COVID Tracking Project Historical,9,,14114,,570282,24,67,11420,,392,642,3319
2405,ME,3539,A+,7/12/2020,9,,2994,7/11/2020 11:59:00 PM,122314,COVID Tracking Project Historical,2,,2424,,118775,23,3,371,3,19,19,114
21627,MI,76776,A+,7/12/2020,174,,53867,7/12/2020 12:00:00 AM,1296155,COVID Tracking Project Historical,1,,22033,,1219379,26,0,,99,505,406,6314
12247,MN,42281,A,7/12/2020,123,,36582,7/11/2020 5:00:00 PM,755052,COVID Tracking Project Historical,3,,12957,1335,712771,27,33,4399,,251,710,1540
10648,MO,27443,B,7/12/2020,,,,7/12/2020 3:00:00 PM,485508,COVID Tracking Project Historical,0,,10958,,458065,29,0,,80,883,310,1069
0,MP,33,D,7/12/2020,,,19,7/11/2020 7:01:00 AM,10767,COVID Tracking Project Historical,0,,2,,10734,69,0,4,,,2,2
0,MS,36287,A,7/12/2020,202,,22167,7/12/2020 12:00:00 AM,335211,COVID Tracking Project Historical,19,,868,,298924,28,0,3495,107,963,868,1249
1221,MT,1758,C,7/12/2020,,,865,7/12/2020 12:00:00 AM,114661,COVID Tracking Project Historical,0,,1302,,112903,30,1,128,,26,81,29
21609,NC,85701,A,7/12/2020,,,55318,7/12/2020 11:15:00 AM,1199575,COVID Tracking Project Historical,4,,23517,,1113874,37,0,,,1070,1908,1503
1537,ND,4334,D,7/12/2020,,,3570,7/12/2020 12:00:00 AM,122479,COVID Tracking Project Historical,0,,1628,,118145,38,8,271,,38,91,78
4028,NE,20998,B,7/12/2020,,,15724,7/11/2020 8:00:00 PM,208103,COVID Tracking Project Historical,-1,,4249,,187105,31,2,1421,,95,221,285
1054,NH,6024,B,7/12/2020,,,5013,7/11/2020 9:00:00 AM,133389,COVID Tracking Project Historical,1,,1087,191,127365,33,4,589,,22,33,391
23981,NJ,175298,A+,7/12/2020,163,,31190,7/12/2020 1:00:00 PM,1685604,COVID Tracking Project Historical,16,,24320,,1510306,34,0,20632,86,890,339,15541
6949,NM,14773,B,7/12/2020,,,6271,7/11/2020 6:21:00 PM,410754,COVID Tracking Project Historical,4,,7173,,395981,35,26,2187,,158,224,543
5478,NV,27683,A+,7/12/2020,239,,764,7/12/2020 11:50:00 AM,347556,COVID Tracking Project Historical,1,,6323,,319873,32,0,,114,895,845,593
61741,NY,401706,A,7/12/2020,174,,71565,7/11/2020 11:59:00 PM,4673195,COVID Tracking Project Historical,5,,62418,,4271489,36,0,89995,102,801,677,24979
21973,OH,65592,B,7/12/2020,289,,44663,7/12/2020 2:00:00 PM,1006386,COVID Tracking Project Historical,22,,23351,2185,940794,39,72,8842,154,954,1378,3058
0,OK,20235,A+,7/12/2020,186,,15485,7/12/2020 12:00:00 AM,420272,COVID Tracking Project Historical,1,,456,,400037,40,40,2032,,499,456,422
3670,OR,12170,A+,7/12/2020,56,,3009,7/12/2020 3:01:00 AM,296172,COVID Tracking Project Historical,2,,3989,,284002,41,0,1180,30,208,319,234
11384,PA,95266,A+,7/12/2020,,,73354,7/12/2020 12:00:00 AM,924284,COVID Tracking Project Historical,7,,11961,,829018,42,0,,96,652,577,6904
0,PR,9654,B,7/12/2020,12,,,7/12/2020 6:30:00 AM,202340,COVID Tracking Project Historical,0,,288,,192686,72,0,,11,174,288,167
0,RI,17312,A+,7/12/2020,4,,1685,7/10/2020 12:00:00 PM,166655,COVID Tracking Project Historical,0,,0,,149343,44,0,2051,5,61,0,976
2469,SC,56648,A,7/12/2020,,,20957,7/10/2020 11:59:00 PM,492508,COVID Tracking Project Historical,10,,4418,,435860,45,0,3398,,1472,1949,961
957,SD,7499,B,7/12/2020,,,6522,7/11/2020 6:00:00 PM,90608,COVID Tracking Project Historical,0,,1002,,83109,46,0,738,,53,45,109
9947,TN,61960,A,7/12/2020,,,35855,7/12/2020 3:00:00 PM,1018015,COVID Tracking Project Historical,3,,10901,,956055,47,57,3250,,1184,954,741
54934,TX,258658,B,7/12/2020,,,132638,7/12/2020 4:30:00 PM,2492754,COVID Tracking Project Historical,80,,63130,,2234096,48,0,,,10410,8196,3192
7077,UT,29484,A+,7/12/2020,84,,17303,7/12/2020 1:34:00 PM,413058,COVID Tracking Project Historical,3,207,7706,486,383574,49,27,1824,,276,629,215
16822,VA,70670,A+,7/12/2020,228,389,9310,7/11/2020 5:00:00 PM,804045,COVID Tracking Project Historical,4,,17710,,733375,51,64,10355,101,1045,888,1966
268,VI,181,C,7/12/2020,,6,93,7/12/2020 12:38:00 AM,4089,COVID Tracking Project Historical,0,,282,,3908,78,0,,,,14,6
806,VT,1296,B,7/12/2020,,,1089,7/12/2020 12:00:00 AM,75851,COVID Tracking Project Historical,0,,819,,74555,50,0,,,17,13,56
0,WA,39218,B,7/12/2020,,,,7/10/2020 2:59:00 AM,668466,COVID Tracking Project Historical,0,,0,,629248,53,0,4662,57,326,0,1424
6848,WI,39877,A+,7/12/2020,74,148,28318,7/12/2020 4:00:00 PM,693229,COVID Tracking Project Historical,-1,,7645,800,653352,55,27,3824,,264,797,827
3080,WV,4207,B,7/12/2020,14,,2806,7/12/2020 10:00:00 AM,207036,COVID Tracking Project Historical,1,,3213,,202829,54,0,,7,56,133,96
0,WY,1862,B,7/12/2020,,,1372,7/12/2020 12:00:00 PM,39939,COVID Tracking Project Historical,0,,23,,38077,56,1,124,,12,23,21
1383,AK,1385,A,7/11/2020,,,598,7/11/2020 12:00:00 AM,143376,COVID Tracking Project Historical,0,,1445,,141991,02,0,,1,31,62,17
8365,AL,51947,B,7/11/2020,,,25783,7/10/2020 11:00:00 AM,502020,COVID Tracking Project Historical,10,496,9804,904,450073,01,3656,6745,,1068,1439,1114
4237,AR,26803,A,7/11/2020,,,20642,7/10/2020 7:46:00 PM,369649,COVID Tracking Project Historical,0,265,4237,,342846,05,37,1780,84,402,0,313
0,AS,0,C,7/11/2020,,,,7/1/2020 12:00:00 AM,816,COVID Tracking Project Historical,0,,0,,816,60,0,,,,0,0
11741,AZ,119930,A+,7/11/2020,899,,14394,7/11/2020 12:00:00 AM,683990,COVID Tracking Project Historical,69,,14779,,564060,04,91,5750,620,3485,3038,2151
91911,CA,312344,B,7/11/2020,2021,,,7/11/2020 12:00:00 AM,5275695,COVID Tracking Project Historical,94,,99958,,4963351,06,0,,,7904,8047,6945
8055,CO,36191,A,7/11/2020,,,4728,7/11/2020 1:59:00 AM,385861,COVID Tracking Project Historical,5,,8721,,349670,08,33,5864,,328,666,1586
0,CT,47287,B,7/11/2020,,,8351,7/9/2020 8:30:00 PM,558209,COVID Tracking Project Historical,0,,0,,510922,09,0,10552,,77,0,4348
3108,DC,10801,A+,7/11/2020,29,,1717,7/10/2020 12:00:00 AM,124050,COVID Tracking Project Historical,0,,3166,,113249,11,0,,17,92,58,568
1316,DE,12743,A+,7/11/2020,13,,7002,7/10/2020 6:00:00 PM,134115,COVID Tracking Project Historical,0,,1407,,121372,10,0,,,65,91,517
43312,FL,254511,A,7/11/2020,,2040,,7/11/2020 9:25:00 AM,2475299,COVID Tracking Project Historical,98,,53672,,2220788,12,425,18341,,7186,10360,4301
15335,GA,114401,A,7/11/2020,,,,7/11/2020 2:50:00 PM,1064873,COVID Tracking Project Historical,31,,18525,2610,950472,13,268,13205,,2446,3190,2996
111,GU,312,B,7/11/2020,,,202,7/10/2020 11:15:00 PM,16979,COVID Tracking Project Historical,0,,113,,16667,66,0,,,3,2,5
1611,HI,1158,D,7/11/2020,,,847,7/10/2020 6:00:00 PM,92234,COVID Tracking Project Historical,0,,1639,,91076,15,2,125,,,28,19
5450,IA,34647,A+,7/11/2020,56,,26104,7/11/2020 12:00:00 AM,368361,COVID Tracking Project Historical,5,,6113,,333714,19,0,,25,178,663,748
3771,ID,9928,A,7/11/2020,22,,3066,7/10/2020 7:00:00 PM,122349,COVID Tracking Project Historical,1,,4271,138,112421,16,17,449,,86,500,101
31150,IL,154094,A,7/11/2020,321,,,7/11/2020 12:00:00 AM,1945220,COVID Tracking Project Historical,24,,32345,,1791126,17,0,,139,1398,1195,7369
6805,IN,51079,A+,7/11/2020,237,,38441,7/10/2020 11:59:00 PM,558146,COVID Tracking Project Historical,8,,7584,1577,507067,18,0,7458,72,714,779,2756
0,KS,18611,A,7/11/2020,,,905,7/10/2020 10:00:00 AM,217779,COVID Tracking Project Historical,0,160,0,405,199168,20,0,1304,,,0,284
4761,KY,19121,B,7/11/2020,75,,5322,7/11/2020 12:00:00 AM,437902,COVID Tracking Project Historical,2,,5212,1014,418781,21,16,2779,,370,451,622
17032,LA,76803,B,7/11/2020,,,46334,7/11/2020 1:00:00 PM,924447,COVID Tracking Project Historical,23,,19199,,847644,22,0,,121,1182,2167,3403
7430,MA,111398,A+,7/11/2020,87,,94347,7/11/2020 10:00:00 AM,946334,COVID Tracking Project Historical,14,,7718,,834936,25,18,11600,44,572,288,8310
7657,MD,72467,A,7/11/2020,120,,5190,7/11/2020 10:00:00 AM,629277,COVID Tracking Project Historical,7,,8214,,556810,24,53,11353,,390,557,3310
1463,ME,3520,A+,7/11/2020,7,,2972,7/10/2020 11:59:00 PM,119890,COVID Tracking Project Historical,1,,1484,,116370,23,2,368,4,16,21,112
26632,MI,76370,A+,7/11/2020,174,,53867,7/11/2020 12:00:00 AM,1274122,COVID Tracking Project Historical,28,,27317,,1197752,26,0,,99,505,685,6313
15466,MN,41571,A,7/11/2020,121,,36012,7/10/2020 5:00:00 PM,742095,COVID Tracking Project Historical,4,,16270,1325,700524,27,37,4366,,241,804,1537
18591,MO,27133,B,7/11/2020,,,,7/11/2020 3:00:00 PM,474550,COVID Tracking Project Historical,18,,19725,,447417,29,0,,72,883,1134,1069
0,MP,31,D,7/11/2020,,,19,7/9/2020 11:36:00 AM,10765,COVID Tracking Project Historical,0,,0,,10734,69,0,4,,,0,2
3234,MS,35419,A,7/11/2020,202,,22167,7/10/2020 7:00:00 PM,334343,COVID Tracking Project Historical,15,,4031,,298924,28,40,3495,107,963,797,1230
1097,MT,1677,C,7/11/2020,,,864,7/11/2020 12:00:00 AM,113359,COVID Tracking Project Historical,1,,1181,,111682,30,4,127,,24,84,29
22984,NC,83793,A,7/11/2020,,,55318,7/11/2020 12:00:00 PM,1176058,COVID Tracking Project Historical,20,,25446,,1092265,37,0,,,1093,2462,1499
1166,ND,4243,D,7/11/2020,,,3533,7/10/2020 12:00:00 AM,120851,COVID Tracking Project Historical,0,,1255,,116608,38,3,263,,31,89,78
2686,NE,20777,B,7/11/2020,,,15499,7/10/2020 8:00:00 PM,203854,COVID Tracking Project Historical,2,,2840,,183077,31,0,1419,,95,154,286
1233,NH,5991,B,7/11/2020,,,4897,7/10/2020 9:00:00 AM,132302,COVID Tracking Project Historical,3,,1251,190,126311,33,4,585,,20,18,390
37795,NJ,174959,A+,7/11/2020,166,,31092,7/11/2020 1:00:00 PM,1661284,COVID Tracking Project Historical,46,,38126,,1486325,34,65,20632,87,872,331,15525
7402,NM,14549,B,7/11/2020,,,6181,7/10/2020 6:17:00 PM,403581,COVID Tracking Project Historical,6,,7700,,389032,35,24,2161,,151,298,539
4812,NV,26838,A+,7/11/2020,241,,764,7/10/2020 12:00:00 PM,341233,COVID Tracking Project Historical,13,,5742,,314395,32,0,,122,918,930,592
68473,NY,401029,A,7/11/2020,177,,71477,7/10/2020 11:59:00 PM,4610777,COVID Tracking Project Historical,6,,69203,,4209748,36,0,89995,100,799,730,24974
22124,OH,64214,B,7/11/2020,299,,44101,7/11/2020 2:00:00 PM,983035,COVID Tracking Project Historical,4,,23482,2169,918821,39,69,8770,155,928,1358,3036
8055,OK,19779,A+,7/11/2020,186,,15136,7/11/2020 12:00:00 AM,419816,COVID Tracking Project Historical,5,,8742,,400037,40,43,1992,,499,687,421
5016,OR,11851,A+,7/11/2020,56,,3009,7/11/2020 3:01:00 AM,292183,COVID Tracking Project Historical,0,,5413,,280332,41,0,1180,30,208,397,232
12870,PA,94689,A+,7/11/2020,,,72910,7/11/2020 12:00:00 AM,912323,COVID Tracking Project Historical,17,,13683,,817634,42,0,,97,646,813,6897
-63080,PR,9366,B,7/11/2020,12,,,7/11/2020 6:30:00 AM,202052,COVID Tracking Project Historical,8,,-62851,,192686,72,0,,7,174,229,167
0,RI,17312,A+,7/11/2020,4,,1685,7/10/2020 12:00:00 PM,166655,COVID Tracking Project Historical,0,,0,,149343,44,0,2051,5,61,0,976
10575,SC,54699,A,7/11/2020,,,20956,7/10/2020 11:59:00 PM,488090,COVID Tracking Project Historical,22,,12855,,433391,45,0,3398,,1396,2280,951
1011,SD,7454,B,7/11/2020,,,6470,7/11/2020 6:00:00 PM,89606,COVID Tracking Project Historical,2,,1064,,82152,46,12,738,,65,53,109
11079,TN,61006,A,7/11/2020,,,35435,7/11/2020 3:00:00 PM,1007114,COVID Tracking Project Historical,15,,12539,,946108,47,47,3193,,1184,1460,738
29484,TX,250462,B,7/11/2020,,,127880,7/11/2020 4:35:00 PM,2429624,COVID Tracking Project Historical,99,,39835,,2179162,48,0,,,10083,10351,3112
8746,UT,28855,A+,7/11/2020,84,,16897,7/11/2020 11:13:00 AM,405352,COVID Tracking Project Historical,5,207,9378,483,376497,49,49,1797,,269,632,212
16759,VA,69782,A+,7/11/2020,230,365,9271,7/10/2020 5:00:00 PM,786335,COVID Tracking Project Historical,4,,17610,,716553,51,96,10291,97,1020,851,1962
167,VI,167,C,7/11/2020,,58,92,7/10/2020 8:30:00 PM,3807,COVID Tracking Project Historical,0,,181,,3640,78,0,,,,14,6
928,VT,1283,B,7/11/2020,,,1066,7/11/2020 12:00:00 AM,75032,COVID Tracking Project Historical,0,,934,,73749,50,0,,,18,6,56
7499,WA,39218,B,7/11/2020,,,,7/10/2020 2:59:00 AM,668466,COVID Tracking Project Historical,15,,8136,,629248,53,-3,4662,57,326,637,1424
11093,WI,39080,A+,7/11/2020,75,155,27909,7/11/2020 4:00:00 PM,685584,COVID Tracking Project Historical,7,,12074,797,646504,55,31,3797,,265,981,828
2529,WV,4074,B,7/11/2020,14,,2763,7/11/2020 10:00:00 AM,203823,COVID Tracking Project Historical,0,,2620,,199749,54,0,,7,56,91,95
0,WY,1839,B,7/11/2020,,,1361,7/11/2020 11:44:00 AM,39916,COVID Tracking Project Historical,0,,49,,38077,56,2,123,,12,49,21
6136,AK,1323,A,7/10/2020,,,588,7/10/2020 12:00:00 AM,141931,COVID Tracking Project Historical,0,,6187,,140608,02,0,,0,30,51,17
20378,AL,50508,B,7/10/2020,,,25783,7/10/2020 11:00:00 AM,492216,COVID Tracking Project Historical,36,493,21712,888,441708,01,50,3089,,1183,1334,1104
0,AR,26803,A,7/10/2020,,,20642,7/10/2020 2:46:00 PM,365412,COVID Tracking Project Historical,4,260,751,,338609,05,38,1743,84,402,751,313
0,AS,0,C,7/10/2020,,,,7/1/2020 12:00:00 AM,816,COVID Tracking Project Historical,0,,0,,816,60,0,,,,0,0
11929,AZ,116892,A+,7/10/2020,876,,13853,7/10/2020 12:00:00 AM,669211,COVID Tracking Project Historical,44,,16150,,552319,04,133,5659,615,3432,4221,2082
89505,CA,304297,B,7/10/2020,2005,,,7/10/2020 12:00:00 AM,5175737,COVID Tracking Project Historical,140,,97303,,4871440,06,0,,,7896,7798,6851
6029,CO,35525,A,7/10/2020,,,4691,7/10/2020 1:59:00 AM,377140,COVID Tracking Project Historical,37,,6438,,341615,08,11,5831,,318,409,1581
12510,CT,47287,B,7/10/2020,,,8351,7/9/2020 8:30:00 PM,558209,COVID Tracking Project Historical,0,,12588,,510922,09,0,10552,,77,78,4348
4897,DC,10743,A+,7/10/2020,26,,1703,7/9/2020 12:00:00 AM,120884,COVID Tracking Project Historical,0,,4961,,110141,11,0,,18,96,64,568
2382,DE,12652,A+,7/10/2020,11,,6949,7/9/2020 6:00:00 PM,132708,COVID Tracking Project Historical,0,,2503,,120056,10,0,,,58,121,517
52796,FL,244151,A,7/10/2020,,1911,,7/9/2020 11:59:00 PM,2421627,COVID Tracking Project Historical,92,,64229,,2177476,12,437,17916,,6974,11433,4203
22442,GA,111211,A,7/10/2020,,,,7/10/2020 2:50:00 PM,1046348,COVID Tracking Project Historical,35,,26926,2565,935137,13,331,12937,,2443,4484,2965
333,GU,310,B,7/10/2020,,,202,7/9/2020 10:00:00 PM,16866,COVID Tracking Project Historical,0,,334,,16556,66,0,,,3,1,5
1407,HI,1130,D,7/10/2020,,,840,7/9/2020 6:00:00 PM,90595,COVID Tracking Project Historical,0,,1443,,89465,15,1,123,,,36,19
6845,IA,33984,A+,7/10/2020,54,,25891,7/10/2020 12:00:00 AM,362248,COVID Tracking Project Historical,4,,7589,,328264,19,0,,26,169,744,743
2999,ID,9428,A,7/10/2020,22,,3022,7/9/2020 7:00:00 PM,118078,COVID Tracking Project Historical,2,,3458,137,108650,16,21,432,,91,459,100
31670,IL,152899,A,7/10/2020,306,,,7/10/2020 12:00:00 AM,1912875,COVID Tracking Project Historical,16,,32997,,1759976,17,0,,155,1436,1327,7345
7545,IN,50300,A+,7/10/2020,217,,38120,7/9/2020 11:59:00 PM,550562,COVID Tracking Project Historical,9,,8270,1577,500262,18,72,7458,87,667,725,2748
8304,KS,18611,A,7/10/2020,,,905,7/10/2020 10:00:00 AM,217779,COVID Tracking Project Historical,2,160,9297,405,199168,20,35,1304,,,993,284
8252,KY,18670,B,7/10/2020,70,,5258,7/10/2020 12:00:00 AM,432690,COVID Tracking Project Historical,8,,8677,1012,414020,21,16,2763,,409,425,620
22466,LA,74636,B,7/10/2020,,,46334,7/10/2020 1:00:00 PM,905248,COVID Tracking Project Historical,25,,25108,,830612,22,0,,122,1117,2642,3380
12642,MA,111110,A+,7/10/2020,98,,94347,7/10/2020 10:00:00 AM,938616,COVID Tracking Project Historical,28,,12855,,827506,25,23,11582,47,632,213,8296
8019,MD,71910,A,7/10/2020,122,,5157,7/10/2020 10:00:00 AM,621063,COVID Tracking Project Historical,15,,8482,,549153,24,79,11300,,385,463,3303
2635,ME,3499,A+,7/10/2020,7,,2931,7/9/2020 11:59:00 PM,118406,COVID Tracking Project Historical,0,,2648,,114907,23,1,366,4,15,13,111
22630,MI,75685,A+,7/10/2020,174,,52841,7/10/2020 12:00:00 AM,1246805,COVID Tracking Project Historical,14,,23252,,1171120,26,0,,92,505,622,6285
19781,MN,40767,A,7/10/2020,124,,35442,7/9/2020 5:00:00 PM,725825,COVID Tracking Project Historical,5,,20385,1320,685058,27,24,4329,,227,604,1533
0,MO,25999,B,7/10/2020,,,,7/10/2020 3:00:00 PM,454825,COVID Tracking Project Historical,0,,0,,428826,29,0,,79,886,0,1051
